  INFO root [2018-07-30 16:53:10,953] - 
 DEBUG root [2018-07-30 16:53:11,344] - Script::install_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-30 16:53:11,408] - Script::install(): is successfully, Python=(3.4.2 (default, Apr 30 2018, 16:26:41) [MSC v.1900 32 bit (Intel)])!
  INFO root [2018-07-30 16:53:11,408] - Script::install(): KBExtra is successfully!
 ERROR root [2018-07-30 16:53:11,470] - DataTypes::getDataType:not found type AVATAR_INFO.
 ERROR root [2018-07-30 16:53:11,470] - FixedArrayType::initialize: key[ARRAY] did not find type[AVATAR_INFO]!
 ERROR root [2018-07-30 16:53:11,471] - DataTypes::loadTypes: parse ARRAY [AVATAR_LISTINFO] error!
 ERROR root [2018-07-30 16:53:11,471] - app::initialize(): initialization failed!
 DEBUG root [2018-07-30 16:53:11,471] - Script::uninstall_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-30 16:53:11,471] - Script::uninstall_py_dlls(): PyInit__socket
 DEBUG root [2018-07-30 16:53:11,472] - Script::uninstall_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-30 16:53:11,472] - Script::uninstall_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-30 16:53:11,472] - Script::uninstall_py_dlls(): PyInit_select
 DEBUG root [2018-07-30 16:53:11,472] - Script::uninstall_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-30 16:53:11,472] - Script::uninstall_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-30 16:53:11,472] - Script::uninstall_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-30 16:53:11,486] - Script::uninstall(): is successfully!
 DEBUG root [2018-07-30 16:53:11,487] - ThreadPool::destroy(): starting size 2.
  WARN root [2018-07-30 16:53:11,787] - ThreadPool::destroy(): waiting for thread(2)[0x1f08e8,0x1f0540,], try=1
 DEBUG root [2018-07-30 16:53:12,189] - TPThread::~TPThread(): 0x1f08e8
 DEBUG root [2018-07-30 16:53:12,189] - TPThread::~TPThread(): 0x1f0540
 DEBUG root [2018-07-30 16:53:12,189] - ThreadPool::destroy(): successfully!
 DEBUG root [2018-07-30 16:53:12,190] - Bundle::destroyObjPool(): size 4.
 DEBUG root [2018-07-30 16:53:12,190] - Channel::destroyObjPool(): size 15.
 DEBUG root [2018-07-30 16:53:12,190] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:53:12,190] - UDPPacket::destroyObjPool(): size 14.
 DEBUG root [2018-07-30 16:53:12,190] - EndPoint::destroyObjPool(): size 15.
 DEBUG root [2018-07-30 16:53:12,191] - Address::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:53:12,191] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:53:12,191] - UDPPacketReceiver::destroyObjPool(): size 0.
  WARN root [2018-07-30 16:53:12,191] - Forwarding logs to logger[10.139.66.192:31409/0/0/0]...
  INFO root [2018-07-30 16:53:19,011] - EventDispatcher()::~EventDispatcher: Num timers = 1
  INFO root [2018-07-30 16:54:07,823] - 
  INFO root [2018-07-30 16:54:07,825] - -----------------------------------------------------------------------------------------


  INFO root [2018-07-30 16:54:07,827] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2018-07-30 16:54:07,828] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/assets_Battle of Gods/;D:/kbengine/assets_Battle of Gods/scripts/;D:/kbengine/assets_Battle of Gods/res/
  INFO root [2018-07-30 16:54:07,828] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2018-07-30 16:54:07,853] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 10.139.66.192 ( 10.139.66.192:31651 )
  INFO root [2018-07-30 16:54:07,854] - NetworkInterface::initialize(INTERNAL): address 10.139.66.192:31651, SOMAXCONN=5.
  INFO root [2018-07-30 16:54:07,854] - server-configs:
  INFO root [2018-07-30 16:54:07,854] - 	internalAddr : 10.139.66.192:31651
  INFO root [2018-07-30 16:54:07,854] - 	componentID : 4000
  INFO root [2018-07-30 16:54:09,364] - ---- dbmgr Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: F28F1C37BCC70CD27B77841D4A30E3D7. Config: Debug X86. Built: 16:26:54 Apr 30 2018. AppID: 4000. UID: 10103. PID: 15204 ----
  INFO root [2018-07-30 16:54:09,365] - Server : Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz with 2097151kB RAM
  INFO root [2018-07-30 16:54:09,365] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-07-30 16:54:09,365] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
 DEBUG root [2018-07-30 16:54:09,518] - Script::install_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-30 16:54:09,519] - Script::install_py_dlls(): PyInit__socket
 DEBUG root [2018-07-30 16:54:09,520] - Script::install_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-30 16:54:09,525] - Script::install_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-30 16:54:09,525] - Script::install_py_dlls(): PyInit_select
 DEBUG root [2018-07-30 16:54:09,526] - Script::install_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-30 16:54:09,526] - Script::install_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-30 16:54:09,601] - Script::install_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-30 16:54:09,668] - Script::install(): is successfully, Python=(3.4.2 (default, Apr 30 2018, 16:26:41) [MSC v.1900 32 bit (Intel)])!
  INFO root [2018-07-30 16:54:09,668] - Script::install(): KBExtra is successfully!
 ERROR root [2018-07-30 16:54:09,676] - DataTypes::getDataType:not found type AVATAR_INFO.
 ERROR root [2018-07-30 16:54:09,677] - FixedArrayType::initialize: key[ARRAY] did not find type[AVATAR_INFO]!
 ERROR root [2018-07-30 16:54:09,677] - DataTypes::loadTypes: parse ARRAY [AVATAR_LISTINFO] error!
 ERROR root [2018-07-30 16:54:09,677] - app::initialize(): initialization failed!
 DEBUG root [2018-07-30 16:54:09,677] - Script::uninstall_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-30 16:54:09,678] - Script::uninstall_py_dlls(): PyInit__socket
 DEBUG root [2018-07-30 16:54:09,678] - Script::uninstall_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-30 16:54:09,678] - Script::uninstall_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-30 16:54:09,678] - Script::uninstall_py_dlls(): PyInit_select
 DEBUG root [2018-07-30 16:54:09,678] - Script::uninstall_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-30 16:54:09,679] - Script::uninstall_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-30 16:54:09,679] - Script::uninstall_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-30 16:54:09,692] - Script::uninstall(): is successfully!
 DEBUG root [2018-07-30 16:54:09,692] - ThreadPool::destroy(): starting size 2.
  WARN root [2018-07-30 16:54:09,993] - ThreadPool::destroy(): waiting for thread(2)[0x76def8,0x76d538,], try=1
 DEBUG root [2018-07-30 16:54:10,394] - TPThread::~TPThread(): 0x76def8
 DEBUG root [2018-07-30 16:54:10,394] - TPThread::~TPThread(): 0x76d538
 DEBUG root [2018-07-30 16:54:10,394] - ThreadPool::destroy(): successfully!
 DEBUG root [2018-07-30 16:54:10,394] - Bundle::destroyObjPool(): size 7.
 DEBUG root [2018-07-30 16:54:10,394] - Channel::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:54:10,395] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:54:10,395] - UDPPacket::destroyObjPool(): size 14.
 DEBUG root [2018-07-30 16:54:10,395] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:54:10,395] - Address::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:54:10,395] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:54:10,395] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2018-07-30 16:54:17,199] - EventDispatcher()::~EventDispatcher: Num timers = 1
  INFO root [2018-07-30 16:54:52,039] - 
  INFO root [2018-07-30 16:54:52,039] - -----------------------------------------------------------------------------------------


  INFO root [2018-07-30 16:54:52,040] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2018-07-30 16:54:52,040] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/assets_Battle of Gods/;D:/kbengine/assets_Battle of Gods/scripts/;D:/kbengine/assets_Battle of Gods/res/
  INFO root [2018-07-30 16:54:52,040] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2018-07-30 16:54:52,054] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 10.139.66.192 ( 10.139.66.192:31805 )
  INFO root [2018-07-30 16:54:52,054] - NetworkInterface::initialize(INTERNAL): address 10.139.66.192:31805, SOMAXCONN=5.
  INFO root [2018-07-30 16:54:52,054] - server-configs:
  INFO root [2018-07-30 16:54:52,055] - 	internalAddr : 10.139.66.192:31805
  INFO root [2018-07-30 16:54:52,055] - 	componentID : 4000
  INFO root [2018-07-30 16:54:53,562] - ---- dbmgr Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: F28F1C37BCC70CD27B77841D4A30E3D7. Config: Debug X86. Built: 16:26:54 Apr 30 2018. AppID: 4000. UID: 10103. PID: 7680 ----
  INFO root [2018-07-30 16:54:53,562] - Server : Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz with 2097151kB RAM
  INFO root [2018-07-30 16:54:53,563] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-07-30 16:54:53,563] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
 DEBUG root [2018-07-30 16:54:53,709] - Script::install_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-30 16:54:53,709] - Script::install_py_dlls(): PyInit__socket
 DEBUG root [2018-07-30 16:54:53,710] - Script::install_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-30 16:54:53,712] - Script::install_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-30 16:54:53,713] - Script::install_py_dlls(): PyInit_select
 DEBUG root [2018-07-30 16:54:53,713] - Script::install_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-30 16:54:53,714] - Script::install_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-30 16:54:53,768] - Script::install_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-30 16:54:53,825] - Script::install(): is successfully, Python=(3.4.2 (default, Apr 30 2018, 16:26:41) [MSC v.1900 32 bit (Intel)])!
  INFO root [2018-07-30 16:54:53,825] - Script::install(): KBExtra is successfully!
 ERROR root [2018-07-30 16:54:53,833] - DataTypes::getDataType:not found type AVATAR_INFO.
 ERROR root [2018-07-30 16:54:53,834] - FixedArrayType::initialize: key[ARRAY] did not find type[AVATAR_INFO]!
 ERROR root [2018-07-30 16:54:53,835] - DataTypes::loadTypes: parse ARRAY [AVATAR_LISTINFO] error!
 ERROR root [2018-07-30 16:54:53,835] - app::initialize(): initialization failed!
 DEBUG root [2018-07-30 16:54:53,836] - Script::uninstall_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-30 16:54:53,836] - Script::uninstall_py_dlls(): PyInit__socket
 DEBUG root [2018-07-30 16:54:53,836] - Script::uninstall_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-30 16:54:53,836] - Script::uninstall_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-30 16:54:53,836] - Script::uninstall_py_dlls(): PyInit_select
 DEBUG root [2018-07-30 16:54:53,836] - Script::uninstall_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-30 16:54:53,837] - Script::uninstall_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-30 16:54:53,837] - Script::uninstall_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-30 16:54:53,850] - Script::uninstall(): is successfully!
 DEBUG root [2018-07-30 16:54:53,850] - ThreadPool::destroy(): starting size 2.
  WARN root [2018-07-30 16:54:54,151] - ThreadPool::destroy(): waiting for thread(2)[0x82abc8,0x82af08,], try=1
 DEBUG root [2018-07-30 16:54:54,553] - TPThread::~TPThread(): 0x82abc8
 DEBUG root [2018-07-30 16:54:54,553] - TPThread::~TPThread(): 0x82af08
 DEBUG root [2018-07-30 16:54:54,553] - ThreadPool::destroy(): successfully!
 DEBUG root [2018-07-30 16:54:54,553] - Bundle::destroyObjPool(): size 7.
 DEBUG root [2018-07-30 16:54:54,554] - Channel::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:54:54,554] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:54:54,554] - UDPPacket::destroyObjPool(): size 14.
 DEBUG root [2018-07-30 16:54:54,554] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:54:54,554] - Address::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:54:54,555] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:54:54,555] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2018-07-30 16:55:01,358] - EventDispatcher()::~EventDispatcher: Num timers = 1
  INFO root [2018-07-30 16:55:35,068] - 
  INFO root [2018-07-30 16:55:35,068] - -----------------------------------------------------------------------------------------


  INFO root [2018-07-30 16:55:35,070] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2018-07-30 16:55:35,070] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/assets_Battle of Gods/;D:/kbengine/assets_Battle of Gods/scripts/;D:/kbengine/assets_Battle of Gods/res/
  INFO root [2018-07-30 16:55:35,070] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2018-07-30 16:55:35,106] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 10.139.66.192 ( 10.139.66.192:31957 )
  INFO root [2018-07-30 16:55:35,109] - NetworkInterface::initialize(INTERNAL): address 10.139.66.192:31957, SOMAXCONN=5.
  INFO root [2018-07-30 16:55:35,109] - server-configs:
  INFO root [2018-07-30 16:55:35,110] - 	internalAddr : 10.139.66.192:31957
  INFO root [2018-07-30 16:55:35,111] - 	componentID : 4000
  INFO root [2018-07-30 16:55:36,647] - ---- dbmgr Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: F28F1C37BCC70CD27B77841D4A30E3D7. Config: Debug X86. Built: 16:26:54 Apr 30 2018. AppID: 4000. UID: 10103. PID: 12180 ----
  INFO root [2018-07-30 16:55:36,648] - Server : Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz with 2097151kB RAM
  INFO root [2018-07-30 16:55:36,648] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-07-30 16:55:36,649] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
 DEBUG root [2018-07-30 16:55:36,792] - Script::install_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-30 16:55:36,792] - Script::install_py_dlls(): PyInit__socket
 DEBUG root [2018-07-30 16:55:36,793] - Script::install_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-30 16:55:36,796] - Script::install_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-30 16:55:36,797] - Script::install_py_dlls(): PyInit_select
 DEBUG root [2018-07-30 16:55:36,797] - Script::install_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-30 16:55:36,798] - Script::install_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-30 16:55:36,865] - Script::install_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-30 16:55:36,918] - Script::install(): is successfully, Python=(3.4.2 (default, Apr 30 2018, 16:26:41) [MSC v.1900 32 bit (Intel)])!
  INFO root [2018-07-30 16:55:36,919] - Script::install(): KBExtra is successfully!
  INFO root [2018-07-30 16:55:36,946] - Dbmgr::initializeEnd: digest(9B662BF38BBB01374086C2C66F05CC44)
S_INFO root [2018-07-30 16:55:36,946] - onDBMgrReady: bootstrapGroupIndex=0, bootstrapGlobalIndex=0
  INFO root [2018-07-30 16:55:36,946] - TelnetServer server is running on port 32000
  INFO root [2018-07-30 16:55:36,947] - Dbmgr::initInterfacesHandler: interfaces addr(127.0.0.1:30099), accountType:(interfaces), chargeType:(interfaces).
  WARN root [2018-07-30 16:55:37,250] - DBUtil::initialize: db(default) password is not encrypted!
please use password(rsa):
6E83AC23BB3F678B17334796D96B8D244D332511BA75D57A23CF25167DDDC66DD1D4B2E36C900ED87C14DE4012CB9A53F3F7A79E9843A23519285BC301EE62F57CEDB6CBC6679FC344F8CFA595930C59BA2CC3B2F048B405C5A63101AB02A519B9DE92BD69588492765FD0254D4F11937BF2FFA533AB092AB90416D2B82C6718
 DEBUG root [2018-07-30 16:55:37,301] - DBInterfaceMysql::attach: connect: localhost:3306 starting...
 ERROR root [2018-07-30 16:55:39,324] - DBInterfaceMysql::attach: mysql_errno=2003, mysql_error=Can't connect to MySQL server on 'localhost' (10061)
 ERROR root [2018-07-30 16:55:39,326] - DBUtil::createInterface: attach to database failed!
	dbinterface=0x3ff1ac
	args=interface=default, dbtype=mysql, ip=localhost, port=3306, currdatabase=Battle_of_Gods, username=root, connected=no.

 ERROR root [2018-07-30 16:55:39,327] - Dbmgr::initDB(): can't create dbInterface!
  WARN root [2018-07-30 16:55:39,327] - dbmgr.cpp:275: Profile scriptCall took 2.38 seconds
 ERROR root [2018-07-30 16:55:39,328] - app::initialize(): initialization failed!
 DEBUG root [2018-07-30 16:55:39,328] - ThreadPool::destroy(): starting size 0.
 DEBUG root [2018-07-30 16:55:39,730] - ThreadPool::destroy(): successfully!
 DEBUG root [2018-07-30 16:55:39,730] - Script::uninstall_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-30 16:55:39,730] - Script::uninstall_py_dlls(): PyInit__socket
 DEBUG root [2018-07-30 16:55:39,730] - Script::uninstall_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-30 16:55:39,731] - Script::uninstall_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-30 16:55:39,731] - Script::uninstall_py_dlls(): PyInit_select
 DEBUG root [2018-07-30 16:55:39,731] - Script::uninstall_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-30 16:55:39,731] - Script::uninstall_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-30 16:55:39,731] - Script::uninstall_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-30 16:55:39,741] - Script::uninstall(): is successfully!
 DEBUG root [2018-07-30 16:55:39,741] - ThreadPool::destroy(): starting size 2.
  WARN root [2018-07-30 16:55:40,042] - ThreadPool::destroy(): waiting for thread(2)[0xfecb8,0xfea48,], try=1
 DEBUG root [2018-07-30 16:55:40,443] - TPThread::~TPThread(): 0xfecb8
 DEBUG root [2018-07-30 16:55:40,443] - TPThread::~TPThread(): 0xfea48
 DEBUG root [2018-07-30 16:55:40,443] - ThreadPool::destroy(): successfully!
 DEBUG root [2018-07-30 16:55:40,444] - Bundle::destroyObjPool(): size 14.
 DEBUG root [2018-07-30 16:55:40,444] - Channel::destroyObjPool(): size 15.
 DEBUG root [2018-07-30 16:55:40,444] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:55:40,444] - UDPPacket::destroyObjPool(): size 14.
 DEBUG root [2018-07-30 16:55:40,444] - EndPoint::destroyObjPool(): size 15.
 DEBUG root [2018-07-30 16:55:40,444] - Address::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:55:40,444] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:55:40,445] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2018-07-30 16:55:47,248] - EventDispatcher()::~EventDispatcher: Num timers = 1
  INFO root [2018-07-30 16:56:01,169] - 
  INFO root [2018-07-30 16:56:01,170] - -----------------------------------------------------------------------------------------


  INFO root [2018-07-30 16:56:01,171] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2018-07-30 16:56:01,172] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/assets_Battle of Gods/;D:/kbengine/assets_Battle of Gods/scripts/;D:/kbengine/assets_Battle of Gods/res/
  INFO root [2018-07-30 16:56:01,172] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2018-07-30 16:56:01,189] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 10.139.66.192 ( 10.139.66.192:32061 )
  INFO root [2018-07-30 16:56:01,189] - NetworkInterface::initialize(INTERNAL): address 10.139.66.192:32061, SOMAXCONN=5.
  INFO root [2018-07-30 16:56:01,189] - server-configs:
  INFO root [2018-07-30 16:56:01,189] - 	internalAddr : 10.139.66.192:32061
  INFO root [2018-07-30 16:56:01,190] - 	componentID : 4000
  INFO root [2018-07-30 16:56:02,701] - ---- dbmgr Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: F28F1C37BCC70CD27B77841D4A30E3D7. Config: Debug X86. Built: 16:26:54 Apr 30 2018. AppID: 4000. UID: 10103. PID: 10248 ----
  INFO root [2018-07-30 16:56:02,702] - Server : Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz with 2097151kB RAM
  INFO root [2018-07-30 16:56:02,703] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-07-30 16:56:02,704] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
 DEBUG root [2018-07-30 16:56:02,854] - Script::install_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-30 16:56:02,855] - Script::install_py_dlls(): PyInit__socket
 DEBUG root [2018-07-30 16:56:02,856] - Script::install_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-30 16:56:02,860] - Script::install_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-30 16:56:02,861] - Script::install_py_dlls(): PyInit_select
 DEBUG root [2018-07-30 16:56:02,861] - Script::install_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-30 16:56:02,862] - Script::install_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-30 16:56:02,930] - Script::install_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-30 16:56:03,002] - Script::install(): is successfully, Python=(3.4.2 (default, Apr 30 2018, 16:26:41) [MSC v.1900 32 bit (Intel)])!
  INFO root [2018-07-30 16:56:03,002] - Script::install(): KBExtra is successfully!
  INFO root [2018-07-30 16:56:03,033] - Dbmgr::initializeEnd: digest(9B662BF38BBB01374086C2C66F05CC44)
S_INFO root [2018-07-30 16:56:03,034] - onDBMgrReady: bootstrapGroupIndex=0, bootstrapGlobalIndex=0
  INFO root [2018-07-30 16:56:03,034] - TelnetServer server is running on port 32000
  INFO root [2018-07-30 16:56:03,034] - Dbmgr::initInterfacesHandler: interfaces addr(127.0.0.1:30099), accountType:(interfaces), chargeType:(interfaces).
  WARN root [2018-07-30 16:56:03,369] - DBUtil::initialize: db(default) password is not encrypted!
please use password(rsa):
BCC37C04B6CAC30CF147DFD65017A00717621BDD49EF1789233A46744A055D30D0039990AF64510C92B878B76641122672C23326DC7017F817A0BCD30DE8AD27A4E82D2A0109A532CE96FA2D6BEFEA020DE885CBC35241BAA483CD68359310F68972C3147B4BF208E5D7D84308AE55F02F02DE8E5EBB9B63A54D59FD4753091E
 DEBUG root [2018-07-30 16:56:03,372] - DBInterfaceMysql::attach: connect: localhost:3306 starting...
 ERROR root [2018-07-30 16:56:05,402] - DBInterfaceMysql::attach: mysql_errno=2003, mysql_error=Can't connect to MySQL server on 'localhost' (10061)
 ERROR root [2018-07-30 16:56:05,403] - DBUtil::createInterface: attach to database failed!
	dbinterface=0x21bed70
	args=interface=default, dbtype=mysql, ip=localhost, port=3306, currdatabase=Battle_of_Gods, username=root, connected=no.

 ERROR root [2018-07-30 16:56:05,403] - Dbmgr::initDB(): can't create dbInterface!
  WARN root [2018-07-30 16:56:05,404] - dbmgr.cpp:275: Profile scriptCall took 2.37 seconds
 ERROR root [2018-07-30 16:56:05,404] - app::initialize(): initialization failed!
 DEBUG root [2018-07-30 16:56:05,405] - ThreadPool::destroy(): starting size 0.
 DEBUG root [2018-07-30 16:56:05,807] - ThreadPool::destroy(): successfully!
 DEBUG root [2018-07-30 16:56:05,807] - Script::uninstall_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-30 16:56:05,807] - Script::uninstall_py_dlls(): PyInit__socket
 DEBUG root [2018-07-30 16:56:05,807] - Script::uninstall_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-30 16:56:05,807] - Script::uninstall_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-30 16:56:05,807] - Script::uninstall_py_dlls(): PyInit_select
