  INFO root [2018-07-06 13:06:59,783] - 
  INFO root [2018-07-06 13:23:50,596] - -----------------------------------------------------------------------------------------


  INFO root [2018-07-06 13:23:50,596] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2018-07-06 13:23:50,596] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/assets_Battle of Gods/;D:/kbengine/assets_Battle of Gods/scripts/;D:/kbengine/assets_Battle of Gods/res/
  INFO root [2018-07-06 13:23:50,597] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2018-07-06 13:23:50,605] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 10.1.9.4 ( 10.1.9.4:40163 )
  INFO root [2018-07-06 13:23:50,605] - NetworkInterface::initialize(INTERNAL): address 10.1.9.4:40163, SOMAXCONN=5.
  INFO root [2018-07-06 13:23:50,610] - ---- tool Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: F217117F928F68467C45B47BA31B1B8B. Config: Debug X86. Built: 16:26:44 Apr 30 2018. AppID: 0. UID: 10103. PID: 13948 ----
  INFO root [2018-07-06 13:23:50,611] - Server : Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz with 2097151kB RAM
  INFO root [2018-07-06 13:23:50,611] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-07-06 13:23:50,611] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
 DEBUG root [2018-07-06 13:23:50,754] - Script::install_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-06 13:23:50,754] - Script::install_py_dlls(): PyInit__socket
 DEBUG root [2018-07-06 13:23:50,755] - Script::install_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-06 13:23:50,758] - Script::install_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-06 13:23:50,759] - Script::install_py_dlls(): PyInit_select
 DEBUG root [2018-07-06 13:23:50,759] - Script::install_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-06 13:23:50,760] - Script::install_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-06 13:23:50,808] - Script::install_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-06 13:23:50,852] - Script::install(): is successfully, Python=(3.4.2 (default, Apr 30 2018, 16:26:41) [MSC v.1900 32 bit (Intel)])!
  INFO root [2018-07-06 13:23:50,852] - Script::install(): KBExtra is successfully!
 DEBUG root [2018-07-06 13:23:51,391] - ClientSDK::writeServerErrorDescrsModule(): D:\kbedemo\Pluginskbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2018-07-06 13:23:51,392] - ClientSDK::saveFile(): D:\kbedemo\Pluginskbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2018-07-06 13:23:51,393] - ClientSDK::writeEngineMessagesModule(): D:\kbedemo\Pluginskbengine_unity3d_plugins//Messages.cs
 DEBUG root [2018-07-06 13:23:51,398] - ClientSDK::saveFile(): D:\kbedemo\Pluginskbengine_unity3d_plugins/Messages.cs
 DEBUG root [2018-07-06 13:23:51,401] - ClientSDK::saveFile(): D:\kbedemo\Pluginskbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2018-07-06 13:23:51,402] - ClientSDK::writeEntityDefsModule(): D:\kbedemo\Pluginskbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2018-07-06 13:23:51,406] - ClientSDK::saveFile(): D:\kbedemo\Pluginskbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2018-07-06 13:23:51,410] - ClientSDK::saveFile(): D:\kbedemo\Pluginskbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2018-07-06 13:23:51,476] - ClientSDK::writeEntityModule(): D:\kbedemo\Pluginskbengine_unity3d_plugins//Account
 DEBUG root [2018-07-06 13:23:51,477] - ClientSDK::saveFile(): D:\kbedemo\Pluginskbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2018-07-06 13:23:51,478] - ClientSDK::saveFile(): D:\kbedemo\Pluginskbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2018-07-06 13:23:51,479] - ClientSDK::writeEntityModule(): D:\kbedemo\Pluginskbengine_unity3d_plugins//Equipment
 DEBUG root [2018-07-06 13:23:51,480] - ClientSDK::saveFile(): D:\kbedemo\Pluginskbengine_unity3d_plugins/EquipmentBase.cs
 DEBUG root [2018-07-06 13:23:51,482] - ClientSDK::saveFile(): D:\kbedemo\Pluginskbengine_unity3d_plugins/EntityCallEquipmentBase.cs
 DEBUG root [2018-07-06 13:23:51,482] - ClientSDK::writeEntityModule(): D:\kbedemo\Pluginskbengine_unity3d_plugins//Chat
 DEBUG root [2018-07-06 13:23:51,483] - ClientSDK::saveFile(): D:\kbedemo\Pluginskbengine_unity3d_plugins/ChatBase.cs
 DEBUG root [2018-07-06 13:23:51,484] - ClientSDK::saveFile(): D:\kbedemo\Pluginskbengine_unity3d_plugins/EntityCallChatBase.cs
 DEBUG root [2018-07-06 13:23:51,485] - ClientSDK::writeEntityModule(): D:\kbedemo\Pluginskbengine_unity3d_plugins//ChatRoom
 DEBUG root [2018-07-06 13:23:51,487] - ClientSDK::saveFile(): D:\kbedemo\Pluginskbengine_unity3d_plugins/ChatRoomBase.cs
 DEBUG root [2018-07-06 13:23:51,489] - ClientSDK::saveFile(): D:\kbedemo\Pluginskbengine_unity3d_plugins/EntityCallChatRoomBase.cs
 DEBUG root [2018-07-06 13:23:51,490] - Script::uninstall_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-06 13:23:51,490] - Script::uninstall_py_dlls(): PyInit__socket
 DEBUG root [2018-07-06 13:23:51,490] - Script::uninstall_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-06 13:23:51,490] - Script::uninstall_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-06 13:23:51,490] - Script::uninstall_py_dlls(): PyInit_select
 DEBUG root [2018-07-06 13:23:51,490] - Script::uninstall_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-06 13:23:51,490] - Script::uninstall_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-06 13:23:51,491] - Script::uninstall_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-06 13:23:51,500] - Script::uninstall(): is successfully!
 DEBUG root [2018-07-06 13:23:51,501] - ThreadPool::destroy(): starting size 2.
  WARN root [2018-07-06 13:23:51,801] - ThreadPool::destroy(): waiting for thread(2)[0x2afb6c0,0x2afb728,], try=1
 DEBUG root [2018-07-06 13:23:52,202] - TPThread::~TPThread(): 0x2afb6c0
 DEBUG root [2018-07-06 13:23:52,202] - TPThread::~TPThread(): 0x2afb728
 DEBUG root [2018-07-06 13:23:52,203] - ThreadPool::destroy(): successfully!
 DEBUG root [2018-07-06 13:23:52,217] - Bundle::destroyObjPool(): size 10.
 DEBUG root [2018-07-06 13:23:52,218] - Channel::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 13:23:52,218] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 13:23:52,218] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 13:23:52,218] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 13:23:52,219] - Address::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 13:23:52,219] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 13:23:52,219] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2018-07-06 13:23:52,219] - tool(0) has shut down. ClientSDK=1
  INFO root [2018-07-06 13:23:53,220] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2018-07-06 13:24:43,260] - 
  INFO root [2018-07-06 13:24:43,260] - -----------------------------------------------------------------------------------------


  INFO root [2018-07-06 13:24:43,261] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2018-07-06 13:24:43,261] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/assets_Battle of Gods/;D:/kbengine/assets_Battle of Gods/scripts/;D:/kbengine/assets_Battle of Gods/res/
  INFO root [2018-07-06 13:24:43,261] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2018-07-06 13:24:43,267] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 10.1.9.4 ( 10.1.9.4:40397 )
  INFO root [2018-07-06 13:24:43,268] - NetworkInterface::initialize(INTERNAL): address 10.1.9.4:40397, SOMAXCONN=5.
  INFO root [2018-07-06 13:24:43,274] - ---- tool Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: F217117F928F68467C45B47BA31B1B8B. Config: Debug X86. Built: 16:26:44 Apr 30 2018. AppID: 0. UID: 10103. PID: 16436 ----
  INFO root [2018-07-06 13:24:43,274] - Server : Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz with 2097151kB RAM
  INFO root [2018-07-06 13:24:43,275] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-07-06 13:24:43,275] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
 DEBUG root [2018-07-06 13:24:43,416] - Script::install_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-06 13:24:43,416] - Script::install_py_dlls(): PyInit__socket
 DEBUG root [2018-07-06 13:24:43,417] - Script::install_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-06 13:24:43,422] - Script::install_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-06 13:24:43,423] - Script::install_py_dlls(): PyInit_select
 DEBUG root [2018-07-06 13:24:43,423] - Script::install_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-06 13:24:43,424] - Script::install_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-06 13:24:43,469] - Script::install_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-06 13:24:43,513] - Script::install(): is successfully, Python=(3.4.2 (default, Apr 30 2018, 16:26:41) [MSC v.1900 32 bit (Intel)])!
  INFO root [2018-07-06 13:24:43,513] - Script::install(): KBExtra is successfully!
 DEBUG root [2018-07-06 13:24:44,111] - ClientSDK::writeServerErrorDescrsModule(): D:\kbedemo\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2018-07-06 13:24:44,112] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2018-07-06 13:24:44,113] - ClientSDK::writeEngineMessagesModule(): D:\kbedemo\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2018-07-06 13:24:44,119] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2018-07-06 13:24:44,121] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2018-07-06 13:24:44,123] - ClientSDK::writeEntityDefsModule(): D:\kbedemo\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2018-07-06 13:24:44,126] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2018-07-06 13:24:44,130] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2018-07-06 13:24:44,130] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//Account
 DEBUG root [2018-07-06 13:24:44,132] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2018-07-06 13:24:44,134] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2018-07-06 13:24:44,136] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//Equipment
 DEBUG root [2018-07-06 13:24:44,137] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EquipmentBase.cs
 DEBUG root [2018-07-06 13:24:44,139] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallEquipmentBase.cs
 DEBUG root [2018-07-06 13:24:44,139] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//Chat
 DEBUG root [2018-07-06 13:24:44,141] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/ChatBase.cs
 DEBUG root [2018-07-06 13:24:44,142] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallChatBase.cs
 DEBUG root [2018-07-06 13:24:44,143] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//ChatRoom
 DEBUG root [2018-07-06 13:24:44,145] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/ChatRoomBase.cs
 DEBUG root [2018-07-06 13:24:44,147] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallChatRoomBase.cs
 DEBUG root [2018-07-06 13:24:44,147] - Script::uninstall_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-06 13:24:44,148] - Script::uninstall_py_dlls(): PyInit__socket
 DEBUG root [2018-07-06 13:24:44,148] - Script::uninstall_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-06 13:24:44,148] - Script::uninstall_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-06 13:24:44,148] - Script::uninstall_py_dlls(): PyInit_select
 DEBUG root [2018-07-06 13:24:44,148] - Script::uninstall_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-06 13:24:44,148] - Script::uninstall_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-06 13:24:44,148] - Script::uninstall_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-06 13:24:44,160] - Script::uninstall(): is successfully!
 DEBUG root [2018-07-06 13:24:44,160] - ThreadPool::destroy(): starting size 2.
  WARN root [2018-07-06 13:24:44,461] - ThreadPool::destroy(): waiting for thread(2)[0x2828cf0,0x2828400,], try=1
 DEBUG root [2018-07-06 13:24:44,863] - TPThread::~TPThread(): 0x2828cf0
 DEBUG root [2018-07-06 13:24:44,863] - TPThread::~TPThread(): 0x2828400
 DEBUG root [2018-07-06 13:24:44,863] - ThreadPool::destroy(): successfully!
 DEBUG root [2018-07-06 13:24:44,876] - Bundle::destroyObjPool(): size 10.
 DEBUG root [2018-07-06 13:24:44,876] - Channel::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 13:24:44,876] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 13:24:44,876] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 13:24:44,876] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 13:24:44,876] - Address::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 13:24:44,877] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 13:24:44,877] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2018-07-06 13:24:44,877] - tool(0) has shut down. ClientSDK=1
  INFO root [2018-07-06 13:24:45,878] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2018-07-06 14:04:51,317] - 
  INFO root [2018-07-06 14:04:51,318] - -----------------------------------------------------------------------------------------


  INFO root [2018-07-06 14:04:51,318] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2018-07-06 14:04:51,318] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/assets_Battle of Gods/;D:/kbengine/assets_Battle of Gods/scripts/;D:/kbengine/assets_Battle of Gods/res/
  INFO root [2018-07-06 14:04:51,318] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2018-07-06 14:04:51,325] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 10.1.9.4 ( 10.1.9.4:50821 )
  INFO root [2018-07-06 14:04:51,325] - NetworkInterface::initialize(INTERNAL): address 10.1.9.4:50821, SOMAXCONN=5.
  INFO root [2018-07-06 14:04:51,332] - ---- tool Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: F217117F928F68467C45B47BA31B1B8B. Config: Debug X86. Built: 16:26:44 Apr 30 2018. AppID: 0. UID: 10103. PID: 17144 ----
  INFO root [2018-07-06 14:04:51,332] - Server : Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz with 2097151kB RAM
  INFO root [2018-07-06 14:04:51,332] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-07-06 14:04:51,333] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
 DEBUG root [2018-07-06 14:04:51,478] - Script::install_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-06 14:04:51,479] - Script::install_py_dlls(): PyInit__socket
 DEBUG root [2018-07-06 14:04:51,479] - Script::install_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-06 14:04:51,484] - Script::install_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-06 14:04:51,485] - Script::install_py_dlls(): PyInit_select
 DEBUG root [2018-07-06 14:04:51,485] - Script::install_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-06 14:04:51,486] - Script::install_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-06 14:04:51,550] - Script::install_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-06 14:04:51,599] - Script::install(): is successfully, Python=(3.4.2 (default, Apr 30 2018, 16:26:41) [MSC v.1900 32 bit (Intel)])!
  INFO root [2018-07-06 14:04:51,599] - Script::install(): KBExtra is successfully!
 DEBUG root [2018-07-06 14:04:52,168] - ClientSDK::writeServerErrorDescrsModule(): D:\kbedemo\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2018-07-06 14:04:52,169] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2018-07-06 14:04:52,170] - ClientSDK::writeEngineMessagesModule(): D:\kbedemo\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2018-07-06 14:04:52,177] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2018-07-06 14:04:52,180] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2018-07-06 14:04:52,181] - ClientSDK::writeEntityDefsModule(): D:\kbedemo\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2018-07-06 14:04:52,183] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2018-07-06 14:04:52,188] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2018-07-06 14:04:52,189] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//Account
 DEBUG root [2018-07-06 14:04:52,190] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2018-07-06 14:04:52,192] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2018-07-06 14:04:52,194] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//Equipment
 DEBUG root [2018-07-06 14:04:52,195] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EquipmentBase.cs
 DEBUG root [2018-07-06 14:04:52,196] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallEquipmentBase.cs
 DEBUG root [2018-07-06 14:04:52,197] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//Chat
 DEBUG root [2018-07-06 14:04:52,198] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/ChatBase.cs
 DEBUG root [2018-07-06 14:04:52,198] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallChatBase.cs
 DEBUG root [2018-07-06 14:04:52,199] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//ChatRoom
 DEBUG root [2018-07-06 14:04:52,201] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/ChatRoomBase.cs
 DEBUG root [2018-07-06 14:04:52,202] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallChatRoomBase.cs
